context,text
train move railroad,commuter train is moving along the railroad .
cloud building sky,building and clouds moving in the blue sky
plane disembark passenger,"The plane has arrived at the gate, and the passengers are disembarking."
collect beach shell,another great idea for the shells we collect at the beach
student study library,a student studying in a library
train station building,a train in station moving besides the buildings
aim gun soldier,A soldier aiming a gun.
bay boat mountain,old fishing boat in the bay at sunrise against mountains
bathroom floor tile,An empty bathroom with brown tile on the floor.
temple place worship,the temple of places of worship
lay beach couple,a couple of people laying out on a beach
pizza lot cheese,a pizza with a lot of cheese on it
sheep field herd,A herd of white sheep on an endless green field.
day train arrive,shiny red train arriving at railway station on a sunny winter day .
accident damage car,damaged car in an accident
chew bone dog,The dog is chewing a bone.
assist student teacher,a teacher assists her students .
look map find,look what i found on maps .
tent pitch front,a light tent pitched in front of a ruin
recur competition win,if this girl wins recurring competition
butterfly nectar flower,monarch butterfly seeking nectar on a flower
team coach member,members of the national team will leave without head coach
test study student,The student is studying for her test tomorrow.
flower bee nectar,bees collect nectar from the flowers
take airplane airport,airplane taking off in the airport
travel train city,Urban train traveling down the tracks of a city.
piece wall art,pieces of art on the wall
lid bathroom toilet,bathroom with a toilet with the lid up
room fireplace face,i love to see couches facing each other in a room with a fireplace and no tv .
apartment room dining,dining room at the apartment .
vineyard grape vine,vine and grapes in a vineyard
color die hair,if i ever die my hair it gon na be this color
drink stop elephant,A herd of elephants stop for a drink.
look city attraction,a city looking towards tourist attraction on the south bank
cloud building sky,building and clouds against blue sky seen from a city
stare window dog,A dog is staring intently out the window.
bear look cub,The mama bear looks over as she feeds her two cubs.  
daughter moment mother,A mother and her two daughters having a happy moment.
day park spend,man spend a day in the park
dog kid pet,a group of kids petting a dog .
pen elephant stand,A group of elephants standing around in a pen.
tree sky rise,Red brick tower rising above the trees into the sky.
cat vet take,a cat at the vets having her temperature taken
flame match light,match is lit and the flame spreads to others
board ship passenger,passengers boarding the cruise ship
heart cloud shape,heart shaped clouds in the blue sky .
train tunnel station,trains ply between stations through the tunnel .
grind snowboarder rail,A snowboarder grinds a rail.
ship cargo load,A ship has cargo loaded onto it.
desk keyboard laptop,"The desk has two laptops, a monitor and keyboard. "
flow water forest,creek with flowing water in the forest
airplane park terminal,a large airplane is parked at a terminal
runway plane lift,The plane lifts off the runway.
snow graze sheep,A large herd of sheep are grazing in the snow.
work build shed,People working together to build a shed.
ground horse eat,horse eats straw on the ground
cat bib wear,scout the gray tabby cat at his birthday party wearing a bib
heart hand shape,heart shaped hands in the sky
plate hang wall,A wall with books shelves and two plates hung on it.
sky soar cloud,clouds the clouds soaring in the sky
bathroom floor tile,floor for the master bathroom since our tile
bathroom basin towel,A tile hotel bathroom contains a basin and folded towels.
sister brother dog,brother and sister playing with a pet dog
chairlift skier mountain,chairlift with skiers and the mountains behind
window cloud sky,window open to a bright blue sky filled with clouds
box bee beekeeper,A beekeeper tends to a box of bees in his care.
whisper secret friend,friend is whispering a secret to the other
station stop train,trains stopping at the station
pass bridge city,bridge passes through the city
balcony chair table,"A bedroom with a table, chairs and a balcony."
feature fashion look,a fashion look featuring see through dress and red pumps .
day look sea,church looking out across the sea during an overcast day
fruit include orange,The bowl of fruit includes a pineapple and oranges. 
butterfly flower garden,butterfly on a flower in garden
snowboarder jacket snowboard,a snowboarder with a red jacket on a snowboard
front sheep graze,sheep grazing in front of a wind farm
graze cattle farm,A farm with a herd of cattle grazing on it's green open fields.
appear light sky,a glowing light appeared in the sky
track train station,train tracks at the train station .
sleep crib toddler,A toddler is sleeping in a crib.
orange apple fruit,"Open bins of fruit, including apples and oranges."
meeting politician hold,politician holds a town hall meeting
bread loaf bake,A loaf of bread with something green baked in.
anchor ship dock,Three men at a dock anchoring a ship before they go home.
hat wall hang,hard hat hanging as a trophy on wall
hold arm surfboard,The man in shadow holds his surfboard under his arm.
fruit cereal breakfast,add fruit to your cereal for an even healthier breakfast .
park boat bay,parking a fishing boat above the harbour at bay
coffee donut cup,cup of coffee with donuts on the wood .
flock sheep tree,flock of sheep resting near the autumn colored trees
sister brother gift,A older brother and his little sister one gifts.
lamb sheep meadow,sheep and lamb standing on the meadow
nurse doctor hospital,nurse tying the mask of the doctor in hospital ward
airport pull luggage,People are pulling their luggage through the airport.
book fireplace room,inner image taken from the book showing a living room with fireplace
window cloud sky,clouds and sky from the window of an aircraft
load banana carry,The woman is carrying a huge load of bananas.
plate vegetable steak,grilled steaks and vegetables on the plate
