context,text
family celebrate holiday,a family celebrate the holidays
family celebrate holiday,a family celebrates holiday with fireworks
chair dog lay,A dog lays on a reclining chair.
chair dog lay,a dog that is laying under a chair
chair dog lay,Little brown dog laying on a blue chair
field sky tree,oak tree in a field on blue sky
field sky tree,field with trees against the blue sky
field sky tree,lonely tree at a paddy field with blue sky
airplane runway take,airplane taking off on a runway
airplane runway take,A Delta airplane takes off of the runway.
airplane runway take,an airplane is taking off from the runway
building wall clock,A clock is on the wall of a building.
building wall clock,A clock mounted to a wall next to tall buildings.
building wall clock,a very tall building with two city clocks on the wall
graze pasture sheep,grazing sheep in a pasture
graze pasture sheep,sheep graze the green pastures .
graze pasture sheep,An open pasture with sheep grazing in it.
light bathroom mirror,A bathroom has a mirror and golden light.
light bathroom mirror,A mirror in a bathroom with the lights off.
light bathroom mirror,A bathroom has an mirror with an overhead light.
tree sheep field,field of sheep with a tree
tree sheep field,Four sheep in a field under a large tree. 
tree sheep field,Sheep grazing in a green field with trees. 
fly formation jet,there are six jets flying in formation 
fly formation jet,A group of jets flies in formation together.
fly formation jet,The fighter jets fly in very close formation.
bathtub bathroom shower,bathtub and shower in the new bathroom
bathtub bathroom shower,main bathroom with a shower and bathtub
bathtub bathroom shower,The small bathroom has a bathtub without a shower.
dog herd sheep,A dog in near a herd of sheep.
dog herd sheep,The dog is rounding up a herd of sheep.
dog herd sheep,A herd of sheep next to two black dogs.
walk campus student,students walk on the campus
walk campus student,students walking in a campus
walk campus student,a student walks through campus
banana tree grow,bananas growing on a tree
banana tree grow,the banana which grew on the tree
banana tree grow,Large trees that have bananas growing from them.
travel train city,freight train traveling through a city
travel train city,Urban train traveling down the tracks of a city.
friend spend time,spent time with some friends .
friend spend time,spending time with friends by the lake
cat suitcase lie,cat lay on a suitcase
cat suitcase lie,cute cat lying in a suitcase
cat suitcase lie,cat lying down next to the suitcase
top cheese pizza,Two pizzas with cheese and an egg on top.
top cheese pizza,Cheese is being grated on top of a pizza.
top cheese pizza,A thin crust pizza with just cheese on the top
grow mushroom tree,mushroom growing on a tree
grow mushroom tree,mushrooms grow off a birch tree
grow mushroom tree,mushrooms grow on a tree at an overlook
moor boat pier,boats moored to a pier
moor boat pier,fishing boat moored at the pier
moor boat pier,a boat is moored at the end of a pier .
flower bloom tree,flowers bloom on a tree .
flower bloom tree,tree of blooming white flowers .
flower bloom tree,A flower in a tree that is blooming.
station walk train,People walking by a train at a train station.
station walk train,A train next to a station as a man walks beside it
station walk train,A subway station with people walking to and from trains.
station train move,a train moving through a station
station train move,the train moving on railway station
station train move,An old non moving train sitting in station.
beach boat moor,boat moored in a beach
beach boat moor,boat moored on the beach
beach boat moor,small wooden boat moored up on a beach
plate sauce meat,"A plate of meat, vegetables and a sauce"
plate sauce meat,Some meat with sauce on it is on a plate.
plate sauce meat,A white plate with meat and broccoli in sauce.
home room couch,plush gray couch in the living room of the home
home room couch,The living room of a home with a large sectional couch.
home room couch,This is someones couch in their living room in their home.
elephant tree eat,elephant eating at a tree
elephant tree eat,an elephant eats from a tree
elephant tree eat,Two elephants eating from trees in a field.
tree grow top,spruce trees grow on top .
tree grow top,lone tree growing at the top
tree grow top,tree growing on top of a temple
forest mushroom grow,mushrooms growing in a forest
forest mushroom grow,the forest of cranberries grown mushroom .
forest mushroom grow,mushrooms grow on tree trunk in the forest
cup coffee doughnut,a cup of coffee next to a doughnut
cup coffee doughnut,Two glazed doughnuts and a cup of coffee.
cup coffee doughnut,"a chocolate doughnut on a saucer, coffee in cup. "
airplane park tarmac,A jet airplane parked on the tarmac 
airplane park tarmac,An airplane parked on top of an airport tarmac.
airplane park tarmac,An red and white airplane parked on a concrete tarmac. 
banana table bunch,a bunch of bananas are on a table
banana table bunch,A bunch of bananas with three men by the table. 
mountain plane fly,a lone plane flies over the mountains
mountain plane fly,a plane flying on the mountain very fast
mountain plane fly,a large plane is flying above some mountains
herd grass sheep,A herd of sheep roam in the grass.
herd grass sheep,a herd of sheep graze on some green grass
herd grass sheep,a small herd of sheep eat some grass under the trees
train station depart,a train departs the station
train station depart,train departing from a station
train station depart,train starts departing the station .
lead road city,roads led to the city
lead road city,road leading into a city
lead road city,road in city leading to palace .
bath bathroom shower,bathroom with shower over bath
bath bathroom shower,bathroom with shower in the bath
bath bathroom shower,bathroom with a bath and a shower
plane tarmac park,planes parked on the tarmac
plane tarmac park,A small plane is parked on a tarmac.
plane tarmac park,War planes parked on a tarmac at an airport.
train station day,train on a foggy day at station
